latitude,longitude,rwi,error
-31.5504522,27.2790527,-0.609,0.449
-28.7194957,20.5114746,0.000,0.572
-28.1591892,30.6188965,-0.085,0.508
-23.5337726,28.8830566,0.230,0.635
-33.3855858,27.1032715,-0.368,0.528
-25.6712354,27.6525879,0.057,0.612
-24.4171416,29.3225098,-0.481,0.587
-28.6423887,30.2893066,-0.097,0.488
-32.8519030,28.1140137,0.726,0.591
-28.3720684,29.8718262,-0.217,0.521
-27.1275906,22.8405762,0.443,0.623
-30.5717201,30.0695801,0.020,0.491
-25.9876744,27.9821777,0.748,0.627
-31.7188218,27.1911621,0.361,0.584
-25.2943708,27.5646973,0.430,0.552
-32.1104954,28.3117676,0.076,0.593
-25.1950000,31.1462402,0.331,0.583
-31.9987589,28.3337402,-0.123,0.490
-29.3726011,30.5090332,0.298,0.536
-25.7108365,27.3669434,0.086,0.636
-25.6514299,29.6301270,-0.375,0.559
-28.1591892,31.4318848,-0.780,0.545
-24.2169091,28.7512207,-0.396,0.552
-25.9284066,23.5656738,-0.455,0.447
-33.8247931,23.8293457,-0.114,0.530
-33.7700147,18.7097168,0.256,0.535
-31.4192877,28.6633301,-0.386,0.513
-27.0101960,27.3669434,1.105,0.549
-26.3229598,30.4870605,-0.308,0.534
-24.6570018,29.6960449,-0.475,0.494
-31.1187939,29.6960449,-0.937,0.491
-26.3820276,26.4880371,-0.795,0.488
-26.2835645,27.6306152,-0.070,0.588
-26.9514527,32.7941895,0.118,0.537
-30.8173458,28.7072754,0.146,0.437
-34.0799618,19.6765137,-0.763,0.487
-32.8703597,26.8176270,-0.309,0.448
-28.2366490,32.0471191,-0.822,0.459
-31.6814326,29.3444824,-0.409,0.444
-33.9524731,22.4450684,0.747,0.547
-23.5337726,27.2131348,-0.363,0.483
-27.0689087,30.5090332,-0.379,0.529
-27.0884727,29.2785645,-0.027,0.492
-31.6440285,29.4104004,-0.284,0.505
-25.7504244,28.5314941,0.294,0.603
-33.0547160,27.3889160,-0.760,0.548
-27.7127098,24.6862793,-0.146,0.525
-32.9625860,19.2370605,-0.580,0.558
-32.4448845,28.0261230,-0.433,0.460
-28.5845213,31.9592285,-0.599,0.505
-29.4300290,31.1901855,0.199,0.563
-33.9524731,25.0598145,0.281,0.588
-28.8927784,29.2565918,-0.204,0.416
-31.9801229,29.0368652,-0.536,0.475
-27.6348734,31.3220215,-0.215,0.432
-25.0557447,30.7507324,-0.274,0.495
-31.2503777,28.7072754,-0.427,0.471
-28.8157994,30.3771973,-0.411,0.474
-32.4263397,28.0480957,-0.498,0.496
-25.7504244,31.0583496,0.667,0.573
-29.6021178,29.6081543,-0.408,0.448
-28.4493734,20.0500488,-0.169,0.590
-28.9697004,30.5969238,-0.603,0.492
-29.2768159,30.7946777,0.384,0.576
-29.6975960,30.9924316,1.285,0.618
-34.0071346,20.3796387,-0.146,0.492
-26.8534790,26.5759277,-0.419,0.576
-28.6231031,29.8498535,0.591,0.609
-28.3913999,29.9157715,-0.318,0.526
-25.6910376,26.1145020,-0.571,0.490
-28.3527333,30.7507324,0.133,0.524
-33.8612926,18.6218262,1.481,0.536
-29.3917473,29.8059082,-0.335,0.574
-31.5129954,28.3117676,-0.828,0.462
-30.0405660,30.5749512,-0.492,0.591
-25.9679218,30.8386230,-0.118,0.461
-24.3370866,30.0695801,-0.036,0.501
-30.6662655,29.6960449,-0.437,0.436
-23.2110579,30.3332520,0.018,0.580
-33.9889180,18.6437988,1.433,0.612
-27.3424940,30.1354980,-0.021,0.515
-28.5845213,31.6955566,-0.455,0.490
-25.8097816,28.9929199,-0.206,0.514
-28.6038140,31.6735840,-0.227,0.505
-25.5126996,28.0041504,-0.068,0.625
-29.0465652,29.9816895,-0.033,0.444
-31.9241921,27.7404785,-0.278,0.472
-24.9163310,28.7292480,0.394,0.546
-24.3170649,29.6740723,0.365,0.596
-25.4928679,27.0812988,0.658,0.594
-29.7166808,30.5310059,0.038,0.564
-34.3525062,19.5007324,-0.269,0.532
-23.3523422,29.9597168,-0.093,0.508
-29.6403199,30.3771973,1.189,0.547
-30.9116505,29.4323730,-0.168,0.458
-32.9625860,27.7404785,0.284,0.623
-31.9428395,28.9929199,-0.328,0.482
-33.9342448,25.4992676,1.414,0.565
-24.6170569,31.1682129,0.092,0.587
-32.1849106,28.5754395,-0.408,0.446
-27.5959343,24.7521973,-0.162,0.556
-30.5149486,27.3889160,0.703,0.558
-31.1752094,30.0695801,0.341,0.436
-31.7001291,26.9274902,-0.215,0.446
-28.7580278,20.8410645,-1.011,0.509
-27.4595389,32.1350098,-0.248,0.573
-25.9876744,29.4763184,-0.093,0.534
-27.0493412,32.5744629,-0.505,0.444
-25.1154450,29.0808105,0.503,0.629
-24.7168951,26.8176270,0.013,0.555
-26.9122734,26.6418457,0.021,0.585
-26.6769127,30.0695801,-0.488,0.501
-31.8868861,28.6853027,-0.722,0.494
-28.5845213,30.7946777,-0.533,0.454
-27.3034516,32.0251465,-0.529,0.442
-31.1940070,30.0476074,-0.714,0.448
-30.1166211,29.6740723,0.035,0.545
-28.5073151,31.9592285,0.023,0.506
-29.6021178,30.4211426,1.156,0.545
-25.4135082,26.3562012,0.349,0.550
-25.7306321,27.6965332,-0.165,0.609
-22.9685086,30.8825684,-0.028,0.549
-33.8977765,20.1818848,-0.182,0.511
-24.7967079,29.7839355,-0.520,0.516
-30.4960174,29.7839355,-0.363,0.555
-28.6231031,31.6296387,-0.487,0.502
-33.6237675,19.2370605,-0.152,0.580
-31.8308986,27.0153809,-0.166,0.542
-29.2768159,30.9484863,-0.357,0.497
-25.4730329,26.8395996,-0.425,0.558
-32.7965096,27.9602051,-0.408,0.506
-31.6440285,27.0593262,-0.438,0.461
-32.3892386,27.7624512,-0.468,0.450
-28.8927784,30.3771973,-0.446,0.471
-30.7418353,29.7399902,0.326,0.479
-25.0358382,28.7292480,-0.301,0.551
-25.4531946,31.6296387,0.589,0.504
-30.0595852,30.4870605,-0.357,0.479
-28.5845213,30.0036621,-0.601,0.485
-28.7194957,29.3005371,-0.158,0.516
-26.7750390,28.2458496,-0.101,0.666
-24.3370866,30.5529785,0.124,0.636
-29.5447873,30.2893066,0.487,0.559
-28.8735390,30.7727051,0.077,0.447
-30.1356258,30.8166504,0.592,0.582
-31.8308986,29.0148926,-0.609,0.442
-31.8495649,28.9270020,-0.395,0.467
-30.9493465,28.7731934,-0.094,0.473
-31.6440285,29.0368652,-0.188,0.503
-31.4942613,28.2897949,-0.656,0.438
-24.1768248,30.3991699,0.594,0.540
-24.2970401,30.0695801,-0.301,0.454
-23.0696240,30.0695801,0.087,0.536
-28.9697004,29.6081543,-0.350,0.456
-29.5065490,31.0803223,-0.471,0.549
-23.2110579,29.0148926,0.129,0.561
-32.1104954,28.1359863,-0.565,0.448
-27.3815228,31.1242676,-0.442,0.481
-30.8173458,30.3552246,0.423,0.583
-31.5691750,27.1252441,-0.491,0.436
-27.7710508,26.6638184,0.603,0.612
-22.8268200,30.1574707,-0.440,0.487
-31.1752094,29.8498535,-0.403,0.460
-33.1099478,18.8635254,-0.139,0.490
-29.5256700,31.1242676,0.131,0.558
-31.3254862,28.4216309,-0.466,0.483
-25.6910376,27.8503418,0.783,0.598
-28.9312465,31.8713379,-0.084,0.485
-30.9305004,30.0695801,-0.407,0.501
-23.2514401,30.6188965,-0.339,0.547
-24.6969338,29.6081543,-0.381,0.536
-33.7152012,22.7746582,-0.365,0.478
-34.1345412,18.3801270,1.274,0.595
-30.8739398,29.4763184,-0.100,0.453
-33.5139189,26.4001465,-0.898,0.487
-30.8550788,29.4543457,0.052,0.475
-27.4400400,32.0910645,0.652,0.636
-26.3032638,30.0036621,0.060,0.548
-29.7929837,30.1574707,-0.412,0.485
-30.5528000,27.3449707,0.356,0.506
-25.0756480,31.1462402,0.184,0.596
-28.1979261,31.7175293,-0.306,0.477
-30.6662655,30.4870605,0.544,0.547
-27.9458858,22.7307129,0.653,0.629
-33.8977765,19.6765137,-0.205,0.571
-27.3229745,26.7956543,-0.361,0.464
-32.9441484,27.1911621,-0.685,0.496
-30.2495768,29.8498535,-0.198,0.465
-25.9284066,31.8933105,-0.649,0.470
-28.9889219,31.4538574,0.168,0.486
-30.7607184,29.7839355,-0.148,0.512
-32.4634255,28.0480957,-0.112,0.451
-30.2495768,29.7839355,-0.675,0.483
-33.8795365,19.0393066,0.513,0.567
-26.4607376,24.2687988,-0.288,0.483
-29.4300290,30.8166504,0.158,0.554
-30.6284584,30.5529785,0.048,0.577
-24.8365952,29.7839355,-0.448,0.579
-28.7002242,30.3552246,0.130,0.454
-26.2047338,26.2023926,0.194,0.602
-30.0976128,30.8166504,0.193,0.574
-32.8703597,19.2370605,-0.388,0.445
-28.1979261,30.6408691,-0.220,0.540
-30.9305004,29.6301270,-0.591,0.461
-31.6253207,28.4216309,-0.183,0.515
-25.9086440,26.5759277,-0.621,0.602
-29.2193016,31.3000488,-0.981,0.521
-25.2546322,29.4543457,-0.189,0.597
-22.9078031,30.5969238,-0.270,0.513
-26.1061204,25.6091309,0.465,0.537
-25.6316212,31.5856934,0.189,0.613
-34.1527265,18.4460449,0.819,0.555
-29.5256700,30.9924316,0.113,0.578
-28.1785594,23.5217285,-0.141,0.553
-30.1736241,30.5090332,-0.190,0.525
-23.0696240,30.1794434,0.236,0.551
-24.0163614,30.2014160,0.450,0.580
-24.5770993,29.3664551,-0.711,0.500
